,Natural Language Query,Generated SQL Query,Result
902181         8/23/2013
902182         8/22/2013
902183         8/19/2013
902184         8/19/2013
902185         8/23/2013
902186         8/25/2013
902187         1/22/2014
902188         8/23/2013
902189         8/23/2013
902190         8/21/2013
902191         8/22/2013
902192         8/22/2013
902194        12/31/2013
902195         8/22/2013
902196         8/20/2013
902197         8/22/2013
902199         8/21/2013
902201         8/25/2013
902202         8/23/2013
902203         8/23/2013
902204         8/19/2013
902205         8/22/2013
902206         8/22/2013
902207         8/20/2013
902208         8/20/2013
902209         8/25/2013
902210         8/19/2013
902211         8/15/2013
902212         8/22/2013
902213         8/20/2013
902214         8/20/2013
902215         8/25/2013
902216         8/20/2013
902217          8/6/2013
902218         8/25/2013
902219         8/25/2013
902220         8/22/2013
902221         8/22/2013
902222         8/20/2013
902223         8/25/2013
902224         8/22/2013
902225         8/22/2013
902226         8/25/2013
902227         8/20/2013
902228         8/19/2013
902229         8/20/2013
902230         8/22/2013
902231         8/22/2013
902232         8/22/2013
902233         8/22/2013
902234         8/22/2013
902235          8/6/2013
902236         8/22/2013
902237         8/23/2013
902238         8/23/2013
902239         8/22/2013
902241         8/19/2013
902242         8/20/2013
902243         8/25/2013
902244         8/22/2013
902245         8/23/2013
902246         8/25/2013
902247         8/21/2013
902248         8/20/2013
902249         1/22/2014
902250         8/22/2013
902251         8/25/2013
902252         8/22/2013
902253         8/21/2013
902254         8/25/2013
902255         8/23/2013
902256         8/23/2013
902258         8/20/2013
902259         8/25/2013
902260         8/16/2013
902262         8/23/2013
902263         8/22/2013
902264         8/22/2013
902265         8/19/2013
902266         8/20/2013
902268         8/22/2013
902269          8/5/2013
902273         8/22/2013
902274         8/25/2013
902275         8/25/2013
902276         8/21/2013
902277         8/25/2013
902278         8/22/2013
902279         8/23/2013
902283         8/20/2013
902284         1/22/2014
902286         8/19/2013
902287         1/22/2014
902288         8/20/2013
902289          8/5/2013
902292         8/23/2013
902293         8/22/2013
902294         8/22/2013
902299         8/16/2013
902300         8/22/2013
902301         8/25/2013
902302         8/23/2013
902303         1/22/2014
902305         8/21/2013
902306         8/20/2013
902307         8/23/2013
902308         8/22/2013
902309         1/22/2014
902310         8/20/2013
902312         8/22/2013
902313         8/20/2013
902316         8/25/2013
902317         8/19/2013
902318         8/16/2013
902319         8/20/2013
902320         8/25/2013
902321         8/20/2013
902322         8/15/2013
902323         8/22/2013
902324         8/22/2013
902325          8/7/2013
902326         1/22/2014
902327         8/22/2013
902328         8/25/2013
902329         8/19/2013
902330         1/22/2014
902331         8/23/2013
902332         8/21/2013
902333         8/23/2013
902334         8/20/2013
902335         1/22/2014
902336         8/22/2013
902337         8/25/2013
902338          8/6/2013
902340         8/25/2013
902341         8/20/2013
902343         8/22/2013
902346         8/19/2013
902347         8/21/2013
902348         8/22/2013
902349         8/25/2013
902350         8/19/2013
902353         8/25/2013
902354         8/15/2013
902355         8/20/2013
902356          8/6/2013
902357         1/22/2014
902358         8/20/2013
902359         8/21/2013
902360         8/25/2013
902361         8/25/2013
902362         8/23/2013
902363         8/25/2013
902364         8/23/2013
902365         8/22/2013
902366         8/22/2013
902367         8/25/2013
902368         8/25/2013
902369         8/22/2013
902370         8/21/2013
902371         8/19/2013
902372         8/25/2013
902373         8/20/2013
902374         8/25/2013
902375         8/23/2013
902376         8/25/2013
902377         8/22/2013
902378         8/22/2013
902379         8/23/2013
902380         8/21/2013
902381         8/20/2013
902382         8/20/2013
902383         8/19/2013
902384         8/25/2013
902385          8/7/2013
902386         8/20/2013
902393          8/6/2013
902394         8/23/2013
902397         8/23/2013
902399         8/16/2013
902401         8/14/2013
902402         8/20/2013
902403         8/21/2013
902404         8/20/2013
902408         8/25/2013
902409         8/22/2013
902410         8/22/2013
902411         8/23/2013
902412         8/22/2013
902413         8/22/2013
902414         8/25/2013
902415         8/20/2013
902416         8/23/2013
902417        12/31/2013
902418         8/25/2013
902419         8/22/2013
902420         8/22/2013
902421         8/23/2013
902422         8/16/2013
902423         8/25/2013
902424         8/22/2013
902425         8/20/2013
902427         8/25/2013
902428         8/21/2013
902429         8/22/2013
902431         8/20/2013
902432         8/19/2013
902434         8/23/2013
902435         8/22/2013
902436         8/21/2013
902437         8/20/2013
902438         8/20/2013
902439         8/25/2013
902440         8/25/2013
902441         8/20/2013
902442         8/20/2013
902443         8/23/2013
902444         8/25/2013
902445         1/22/2014
902446         8/15/2013
902448         8/20/2013
902449         8/14/2013
902450         8/20/2013
902451         1/22/2014
902452         8/14/2013
902453         8/23/2013
902454         8/20/2013
902455         8/25/2013
902458         8/21/2013
902459         8/23/2013
902460         8/19/2013
902463         8/25/2013
902465         8/22/2013
902467         8/20/2013
902468         8/20/2013
902471         8/20/2013
902472         8/20/2013
902474         8/22/2013
902475         8/16/2013
902476         8/22/2013
902477         8/22/2013
902478         8/23/2013
902479        12/31/2013
902480         8/20/2013
902481         8/20/2013
902482         8/20/2013
902483         8/23/2013
902484         8/21/2013
902485         8/20/2013
902486         8/15/2013
902487         8/20/2013
902488         8/20/2013
902489         8/22/2013
902490         8/23/2013
902491         8/22/2013
902492         8/22/2013
902493         8/19/2013
902494          8/6/2013
902497         1/22/2014
902498         1/22/2014
902499         8/22/2013
902504         8/19/2013
902505         8/25/2013
902507         8/19/2013
902508         8/23/2013
902509         8/20/2013
902510         1/22/2014
902511         8/25/2013
902512         8/20/2013
902513         8/20/2013
902514         8/20/2013
902515         8/21/2013
902516         8/19/2013
902517         8/16/2013
902518         8/21/2013
902519         8/21/2013
902520        12/31/2013
902524         8/20/2013
902528         8/22/2013
902529         8/20/2013
902530         8/25/2013
902532         8/20/2013
902533         8/23/2013
902534         8/23/2013
902535         8/25/2013
902536         8/21/2013
902538          8/6/2013
902539         8/25/2013
902540         8/20/2013
902541         1/22/2014
902542         8/20/2013
902543         8/22/2013
902544         8/20/2013
902545         8/23/2013
902546         8/20/2013
902547         8/23/2013
902552         8/22/2013
902555         8/21/2013
902556         8/19/2013
902557         8/23/2013
902558         8/20/2013
902559         8/21/2013
902560         8/20/2013
902561         8/19/2013
902564         8/22/2013
902565         8/23/2013
902568         8/23/2013
902575         8/25/2013
902576         8/25/2013
902579         8/25/2013
902582         8/19/2013
902583         8/19/2013
902584         8/20/2013
902585         8/20/2013
902586         8/22/2013
902587         8/25/2013
902588         8/19/2013
902589         8/21/2013
902598         8/22/2013
902601         8/23/2013
902602         8/22/2013
902603         8/21/2013
902604         8/22/2013
902605         8/25/2013
902606         8/15/2013
902607         8/25/2013
902608         8/25/2013
902609         8/22/2013
902610         8/25/2013
902611         8/20/2013
902612         8/23/2013
902613         8/20/2013
902614         8/22/2013
902615         8/21/2013
902616         8/21/2013
902617         8/25/2013
902618         8/20/2013
902619        12/31/2013
902620         8/19/2013
902621         8/25/2013
902622         8/19/2013
902623         8/22/2013
902624         8/21/2013
902625         8/19/2013
902626         8/22/2013
902627         8/22/2013
902628         8/25/2013
902630         8/20/2013
902631         8/20/2013
902632         8/21/2013
902633         8/23/2013
902635         8/21/2013
902636          8/6/2013
902637         8/19/2013
902638         8/23/2013
902639         8/25/2013
902640        12/31/2013
902641         8/23/2013
902642         8/19/2013
902644         8/22/2013
902645         8/21/2013
902646         8/14/2013
902647         8/14/2013
902648         8/22/2013
902649         8/23/2013
902650         8/19/2013
902651         8/20/2013
902652         8/23/2013
902654         8/25/2013
902655         1/22/2014
902656         8/25/2013
902657         8/20/2013
902658         8/14/2013
902659         8/25/2013
902660         8/19/2013
902661         8/25/2013
902662         1/22/2014
902663         8/20/2013
902664          8/5/2013
902666         8/25/2013
902668         8/23/2013
902669         8/25/2013
902670         8/21/2013
902671         8/23/2013
902672         8/25/2013
902673        12/31/2013
902674          8/6/2013
902675         8/23/2013
902676         8/25/2013
902677         8/23/2013
902678         8/20/2013
902679         8/20/2013
902680          8/7/2013
902682         8/23/2013
902683         8/21/2013
902684         8/20/2013
902686         8/23/2013
902687         8/23/2013
902688         8/21/2013
902689         8/20/2013
902690         8/22/2013
902691         8/25/2013
902692         8/25/2013
902693          8/6/2013
